project_id,project_name,country,continent,status,project_summary,intervention_rationale,budget_usd,budget_band,start_date,end_date,duration_years,time_band,local_problems_perceived,nature_based_solutions_implemented,main_pressure_tags,material_topic_tags,intervention_type_tags,risk_concern_tags,business_objective_tags,sbtn_outcome_tags,biodiversity_benefit,water_benefit,climate_adaptation_benefit,climate_mitigation_benefit,food_security_benefit,social_benefit,stakeholders_involved,match_explanation
NBS-042,Agro-Ecology Project,South Africa,Africa,In implementation - looking for partnerships,"This project objective is to implement agro-ecology measures within the Upper Tsitsana, in an effort to provide an alternative income source and opportunity to improve the livelihood standards, especially for non-livestock owners. The envisaged impact is that about 40 households and three Co-ops will benefit from the project and be able to improve their lives and livelihoods by growing vegetables, generating small...",40 households implementing small gardens within their homes and producing various vegetables for households’ consumption and small income generation through local sales.,18750,Low: < $1.5M,2023-08-01,2024-07-01,0.9,Short term: 0–2 years,Soil degradation and loss,Agroecology approaches (agroforestry & silvopastoral systems),Water withdrawal / water stress; Land-use change; Habitat degradation; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Community / social impact,Forest restoration; Agroforestry / regenerative agriculture; Habitat conservation; Community-based NbS,Supply chain risk; Regulatory / reporting risk; Cost increase,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, Indigenous people, Local communities, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in South Africa through Forest restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-043,Climate Adaptation and Protected Areas Initiative,Zimbabwe,Africa,In early stages of implementation,"Changing climatic conditions and extreme weather conditions are already affecting semi-arid regions of the country posing a serious impact on rural communities that are highly dependent on rain-fed agriculture. Data collected from communities in Matebeleland North, Zimbabwe show how extreme events such as drought have led to food and nutrition insecurity, whilst also placing increased pressure on ecosystems and...","Restoration activities will target community woodlands and state forests, catchment areas supplying domestic, livestock and game water supply such as non-functional boreholes and silted mud-dams in the communities in target Wards and communal wildlife conservancies. Ecosystem based services from agroforestry and tree nurseries of native species established in the restored landscapes, supply communities with...",770784,Low: < $1.5M,2023-04-01,2026-03-01,2.9,Medium term: 2–5 years,"Water availability, Soil degradation and loss, Droughts, River flooding, Poverty including unemployment, Famine including lack of quality food, Deforestation and forest degradation, Human-wildlife conflicts, Extreme temperatures","Reforestation/Restoration of forests -Agroecology approaches (agroforestry & silvopastoral systems) -Restoration of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Protection of riparian vegetation -Community-based forestry and other forms of sustainable forest...",Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Riparian buffer restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Regulatory / reporting risk; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Indigenous people, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Zimbabwe through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-044,Umzimvubu Catchment Partnership - Landscapes for Livelihoods,South Africa,Africa,In implementation - looking for partnerships,"The Umzimvubu Catchment Partnership (UCP) was established in May 2013 in Matatiele by Environmental Rural Services (ERS) and Conservation SA, as a voluntary alliance of over 35 state and civil society partners. WWF provides almost 70% of ERS’s funding support for its work in the area. Together with local government and traditional authorities, the Umzimvubu Catchment Partnership has developed a common vision of...","In South Africa, Eswatini and Lesotho 10 percent of the land produces over 50% of the water supporting agriculture, local people and the economy. The Umzimvubu Catchment like many of these strategic water source areas is covered by high altitude grasslands which are used as rangelands. In addition to providing a contribution to food security, raising cattle is an important part of many local cultural identities....",1700000,Medium: $1.5M – $3M,2013-01-01,,,Unknown,"Water availability, Water pollution, Soil degradation and loss, Droughts, Invasive alien species",Landscapes mountain restoration - Grassland management and protection - Clearing invasive alien species - Waste alternatives to reduce freshwater impacts - Spring protection,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Agroforestry / regenerative agriculture; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Regulatory / reporting risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Private sector, Financial sector, Indigenous people, Local communities, Academia, International organisations/UN bodies, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in South Africa through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-045,Regenerative Wool Production Project in the North Eastern Cape Grasslands,South Africa,Africa,In implementation - looking for partnerships,"Removing water-intensive alien plant species not only conserves water on cleared land but also enhances water security. These actions restore vegetation, improve grazing land, and boost sheep and wool production. These interventions align with the broader vision of promoting regenerative wool production in the South African Grasslands biome, focusing on improving biodiversity and social development. Large...","Scaled up regenerative wool production by communal and commercial sheep farmers in the Grasslands biome, helping to secure the Eastern Cape Drakensberg Strategic water source area, protecting biodiversity corridors and the buffer zone for the Grasslands National Park.",443730,Low: < $1.5M,2021-12-01,2025-12-01,4.0,Medium term: 2–5 years,Water availability,Clearing out invasive alien species and allow natural regeneration maintaining the functionality of the ecosystem,Water withdrawal / water stress; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Climate adaptation; Community / social impact,Watershed restoration; Riparian buffer restoration; Agroforestry / regenerative agriculture; Habitat conservation,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Climate; Community,Yes,Yes,Yes,No,No,Yes,NGOs,"This project is relevant because it addresses Water withdrawal / water stress in South Africa through Watershed restoration, with expected benefits for Water, Biodiversity, Climate adaptation."
NBS-046,"NATURE-BASED SOLUTIONS for Climate, Biodiversity & People",United Arab Emirates,Middle East,In early stages of implementation,"The project advances NbS for climate action at the Emirate and national levels. Activities include gathering data to characterise two seascapes where the interventions will be implemented to ensure connections between coastal ecosystems, climate mitigation, and socio-economic benefits. Community consultations have occurred, and a portfolio of bankable projects is under development with innovative, small-scale...","The selected NbS aim to address societal challenges through a multifaceted approach that fosters both ecological and human resilience. Restoration and enhanced management of mangroves and saltmarshes not only bolster carbon sequestration but also provide natural defences against coastal erosion and storms. Similarly, comprehensive coastal ecosystem restoration, including saltmarshes, amplifies this protective buffer...",5850000,High: > $3M,2021-01-01,2025-01-01,4.0,Medium term: 2–5 years,"Soil degradation and loss, Coastal flooding and erosion, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Deforestation and forest degradation, Degradation of carbon sinks, Sea level rises, Rapid urbanization, Extreme temperatures",Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Coastal ecosystems restoration and management (mangroves / dunes / saltplains) -Ecosystem-based fishery management -Ecotourism,Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Wetland restoration; Riparian buffer restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Private sector, Financial sector, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in United Arab Emirates through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-047,Recharge Pakistan,Pakistan,Asia,In design - with secured funding,"The primary objective of the Recharge Pakistan initiative is to transform the country’s approach to flood and water resource management in local watershed sites in the Indus Basin river system. This will be accomplished by implementing ecosystems-based adaptation (EbA) and green infrastructure interventions, as well as enhancing community-based natural resource management. These activities will address long-term...","The project will catalyze transformational change in Pakistan by investing in EbA and green infrastructure interventions at the four project sites in the Indus Basin to reduce the impacts of increasingly severe floods and droughts on vulnerable communities and ecosystems. EbA interventions will include the restoration of 14,215 ha of degraded watersheds in DI Khan, restoring 34 km of flow paths, as well as desilting...",77800000,High: > $3M,2024-01-01,2030-12-01,6.9,Long term: 5+ years,"Water availability, Soil degradation and loss, Droughts, River flooding, Poverty including unemployment, Deforestation and forest degradation","Reforestation/Restoration of forests -Agroecology approaches (agroforestry & silvopastoral systems) -Protect and sustainable manage floodplains -Restoration of floodplains -Restoration of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Upper watershed restoration and management -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest...",Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Riparian buffer restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Private sector, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Pakistan through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-048,"NbS: The Triple Benefit Program (Watershed Management, Wetland management and restoration; Forest management and restoration)",Nepal,Asia,In design - with secured funding,"The project will support local communities of Lower Narayani Basin to implement nature-based solutions to protect, restore and manage freshwater and forest ecosystems and to diversify their livelihoods. It will also capacitate duty bearers and right holders on NbS and sustainable natural resources use. Primarily, the project will support in: 1. improving forest management practices to reduce drivers of forest...","Improved Forest Management: Based on the series of stakeholder’s consultations, one of the major problems that communities are currently facing in the project sites is forest fire and open grazing. Improved forest management that comprises sustainable forest management practices, strengthened governance of forest users’ groups, fire management, will enhance protection and restoration of the forest resulting in...",900000,Low: < $1.5M,2023-09-01,2025-12-01,2.3,Medium term: 2–5 years,"Water availability, Water pollution, Droughts, River flooding, Landslides & mudslides, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Forest fires, Human-wildlife conflicts, Invasive alien species","Reforestation/Restoration of forests -Restoration of floodplains -Protecton and enhancement or construction of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Restoration of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Upper watershed restoration and management -Protection of riparian vegetation -Fire management -Restoration of riparian vegetation -Community-based forestry...",Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Riparian buffer restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Reputational risk; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,Yes,No,Yes,"Government authorities, NGOs, Indigenous people, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Nepal through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-049,"Community-based conservation of Mangroves in Mahanadi Delta, Odisha, India",India,Asia,In implementation - looking for partnerships,"The intervention for the ""Community-based conservation of Mangroves in Mahanadi Delta, Odisha"" project involves establishing a community-based approach to restore, protect, and sustainably utilize mangrove patches along the Gobari river in the Mahanadi delta of Kendrapara district, Odisha. This initiative aims to engage local communities in conserving mangroves through institutional strengthening, livelihood...","Nature-based solutions (NbS) are selected to address societal challenges with a specific focus on climate change mitigation and economic benefits. Coastal Resilience: Mangrove restoration in South Jamboo, Bhateni, and Benakandha villages along the Gobari river enhances coastal resilience, protecting communities in Kendrapara district from cyclones and storm surges. Livelihoods: By linking mangrove conservation to...",600000,Low: < $1.5M,2021-09-01,,,Unknown,"Soil degradation and loss, Coastal flooding and erosion, Poverty including unemployment, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Degradation of carbon sinks, Sea level rises, Lack of green areas, Human-wildlife conflicts",Restoration of mangroves,Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Riparian buffer restoration; Forest restoration; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,No,Yes,"NGOs, Local communities, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in India through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-050,Community-based Mangrove Restoration and Conservation through Sustainable Mangrove-Friendly Aquaculture,Myanmar,Asia,Completed and scaled-up,"Taking into account the urgency of mangrove restoration, WWF-Myanmar in partnership with the local CSOs namely MERN and GEDA, to pilot the development of a best model of community-based sustainable mangrove management in two communities using a consultative approach with Community Forestry User Groups (CFUGs) located in the Ayeyarwady delta of Myanmar as a first step of the project. Through intensive stakeholder...","In Myanmar, community-based mangrove restoration through integration of mud-crab farming which supports livelihood needs of the communities is implemented as a Nature-based Solution project in the delta area. By rehabilitating mangrove habitats, these initiatives offer more than just ecological benefits. They empower Myanmar's Delta communities, providing them with stable income sources through mud-crab farming...",120000,Low: < $1.5M,2022-04-01,2024-07-01,2.3,Medium term: 2–5 years,"Coastal flooding and erosion, Poverty including unemployment, Over-exploitation of natural resources (water resources, fisheries, mangroves, non-timber forest products), Land tenure rights and land-use conflicts",Restoration of mangroves - Community-based forestry and other forms of sustainable forest management,Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,No,Yes,"NGOs, Local People, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Myanmar through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-051,NbS for Human Elephant Conflict,Thailand,Asia,In early stages of implementation,"Led by the Zoological Society of London (ZSL), and in partnership with Human Elephant Voices Network (HEVN), this project aims to reduce human-elephant conflict within the south-eastern Western Forest Complex (sWEFCOM) of Thailand, through a sustainable financing model with the adoption of alternative farm agroforestry models that deliver human-elephant coexistence. The project team is designing an investable...","Agroforestry models that move away from cash crops attractive to elephants to a coffee based model, should reduce elephant incursion on smallholder farms and reduce conflict. Increase in native tree species and forest cover should support climate-resilient coffee growing.",150000,Low: < $1.5M,2023-07-01,2024-12-01,1.4,Short term: 0–2 years,"Soil degradation and loss, Droughts, Deforestation and forest degradation, Human-wildlife conflicts",Reforestation/Restoration of forests -Agroecology approaches (agroforestry & silvopastoral systems) -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Creation and management of green corridors (including connectivity between urban and rural ecosystems),Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Forest restoration; Agroforestry / regenerative agriculture; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Local communities","This project is relevant because it addresses Water withdrawal / water stress in Thailand through Forest restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-052,"Enhancing management of aquatic resources through co-management, conservation and promotion of climate-resilient livelihoods in Lao P.D.R.",Laos,Asia,In implementation with intermediate results,"The Community Fishery Project in the Xebanghieng River Basin aims at improving freshwater biodiversity and promoting sustainable livelihoods that better manage natural resources, leading to reduced poverty in 19 communities living in the Xebanghieng River basin, Savannakhet province, Lao PDR. Key activities include setting up fish conservation zones (FCZs) and fisheries management committees (FMCs), understanding...","Climate change is disturbing the water catchment area of the Xe-Banghieng as well as its tributaries and overfishing is threatening food security in the Savannakhet province in the medium to long term. This vulnerability to climate change is likely to affect women and members of the Bru and Phu Thai ethnic minority in particular. For women, this change means, in particular, less income and thus a reduced economic...",929771,Low: < $1.5M,2022-04-01,2024-12-01,2.7,Medium term: 2–5 years,"Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products)",Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Community Fisheries co-management,Water withdrawal / water stress; Habitat degradation; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation; Sustainable natural resource management; Community-based NbS,Supply chain risk; Regulatory / reporting risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Climate; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Indigenous people, Local communities, Women","This project is relevant because it addresses Water withdrawal / water stress in Laos through Watershed restoration, with expected benefits for Water, Biodiversity, Resource use / circularity."
NBS-053,Forest Restoration and Livelihood in Tay Giang district,Vietnam,Asia,In early stages of implementation,"Forest restoration and livelihood in Tay Giang, aims to support ‘Increased forest carbon stocks for Viet Nam’s NDC, increased biodiversity, and improved community well-being in the Central Annamites Landscape’. This is expected to deliver results for people, nature, and climate. The carbon reductions and removals that the project is designed to deliver will contribute to provincial level NDC implementation. Carbon...","The Project will contribute to improved well-being for an estimated 850 households. The Project will support community livelihoods, making these more diversified, profitable and sustainable. Through enhancing community members’ capacity in farming, the Project is expected to support community members to improve quality and quantity of yields, supporting household food security and income generation. The project will...",1851071,Medium: $1.5M – $3M,2023-01-01,2024-12-01,1.9,Short term: 0–2 years,"Landslides & mudslides, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Deforestation and forest degradation, Forest fires, Land rights conflicts, Degradation of carbon sinks, Human-wildlife conflicts",Reforestation/Restoration of forests -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Fire management -Community-based forestry and other forms of sustainable forest management -Restoration and protection of ecosystems (including water ecosystem) through sustainable grassland management -Indigenous and community protected areas,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Regulatory / reporting risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Vietnam through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-054,The Tra Su Wetland Reserve restoration and flood-based livelihoods promotion,Vietnam,Asia,In implementation with intermediate results,"The Mekong NbS project is implemented to protect and restore wetland habitats and its natural processes, such as encouraging natural flows and increasing sediment deposition in buffer zones throughout activities within the core zone and in the buffer zones of Tra Su Wetland Reserve. Specifically, the project will support An Giang Forest Management Board in re-planting 60 hectares native forest species and nurturing...","In the core-zone of the wetland, while the An Giang Forest Management Board has taken various measures, unforeseen changes in weather patterns have been observed. Climate change has made fire control a priority concern. This means that the water level in some areas of the core-zone is always high, leading to serious damage to the wetland environment, water pollution, fallen trees, and flooded grasslands. It is...",779267,Low: < $1.5M,2023-09-01,2025-12-01,2.3,Medium term: 2–5 years,"Soil degradation and loss, Deforestation and forest degradation",Reforestation/Restoration of forests -Protect and sustainable manage floodplains -Maintenance or restoration of sediment transport -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management),Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Wetland restoration; Riparian buffer restoration; Forest restoration; Agroforestry / regenerative agriculture; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Regulatory / reporting risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, Private sector, Indigenous people, Local communities, Academia, Women","This project is relevant because it addresses Water withdrawal / water stress in Vietnam through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-055,Integrated responsible Rice and Aquaculture bankable project in the Mekong Delta,Vietnam,Asia,Completed - looking to scale-up,The project attempts to develop sustainable farming practices in the Mekong Delta to simultaneously address both Food Resilience and Physical Resilience within the Landscape. It aims to replace unsustainable rice and aquaculture production by responsible integrated rice and shrimp farming where both species grow in symbiosis in the same paddy field. This model focuses on producing rice during the wet season when...,"In the original model, farmers cultivated rice as an intense monoculture on one part of their land and shrimp on the other. Diseases spread easily and the high use of chemical fertilizers, pesticides and antibiotics killed all biodiversity. Meanwhile, the farms became more and more vulnerable to droughts and the intrusion of salt into their land. To create a climate-resilient landscape, the project has designed...",892200,Low: < $1.5M,2021-12-01,2022-12-01,1.0,Short term: 0–2 years,"Water availability, Water pollution, Soil degradation and loss, Droughts, Coastal flooding and erosion, Landslides & mudslides, Poverty including unemployment, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Sea level rises",Maintenance or restoration of sediment transport -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Coastal ecosystems restoration and management (mangroves / dunes / saltplains) -Ecosystem-based fishery management -Soil restoration & management,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Regulatory / reporting risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Private sector, Financial sector, Indigenous people, Local communities, Women","This project is relevant because it addresses Water withdrawal / water stress in Vietnam through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-056,Sustainable Seaweed Production in Northeastern Palawan,Philippines,Asia,In early stages of implementation,"The project aims to enhance the seaweed farming capacity of the community, having productive and resilient ocean ecosystems, sustaining human well-being and conserving biodiversity. The project will address the affected livelihoods of the local farmers who struggled with the rehabilitation of their seaweed farms and finding available seedlings. The proposed project will build on the existing NEP-MPAN project, with...","Since Typhoon Rai (2021) hit Northern Palawan, many seaweed farm areas were destroyed especially in Barangay (village) Calawag and the materials they used in planting and their seaweeds plants was washout to the shore, affecting the livelihoods of the local farmers who struggled with rehabilitating their seaweed farms and finding available seedlings because there was the only source of their livelihoods. The project...",150000,Low: < $1.5M,2023-07-01,2024-12-01,1.4,Short term: 0–2 years,"Coastal flooding and erosion, Poverty including unemployment, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Ocean acidification",Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management),Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Private sector, Financial sector, Local communities, Academia, Women","This project is relevant because it addresses Water withdrawal / water stress in Philippines through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
